"동별(1)",동별(2),동별(3),2022. 12,2022. 12,2022. 12,2022. 12,2022. 12,2022. 12,2022. 12,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 02,2023. 02,2023. 02,2023. 02,2023. 02,2023. 02,2023. 02
"동별(1)",동별(2),동별(3),합계 (명),합계 (명),합계 (명),한국인,한국인,외국인,외국인,합계 (명),합계 (명),합계 (명),한국인,한국인,외국인,외국인,합계 (명),합계 (명),합계 (명),한국인,한국인,외국인,외국인
"동별(1)",동별(2),동별(3),소계,남자,여자,남자,여자,남자,여자,소계,남자,여자,남자,여자,남자,여자,소계,남자,여자,남자,여자,남자,여자
"합계",강남구,삼성1동,12739,6285,6454,6121,6362,164,92,12725,6273,6452,6119,6367,154,85,12698,6262,6436,6114,6350,148,86
"합계",강남구,삼성2동,31062,14940,16122,14803,16007,137,115,31077,14948,16129,14812,16013,136,116,31017,14898,16119,14769,15999,129,120
"합계",강남구,대치1동,23846,11956,11890,11934,11876,22,14,23894,11987,11907,11965,11892,22,15,23911,12002,11909,11980,11894,22,15
"합계",강남구,대치4동,19491,9239,10252,9137,10069,102,183,19387,9198,10189,9100,10010,98,179,19283,9145,10138,9047,9962,98,176
"합계",강남구,역삼1동,35556,17253,18303,16802,17683,451,620,35527,17229,18298,16779,17682,450,616,35556,17249,18307,16782,17692,467,615
"합계",강남구,역삼2동,37269,17432,19837,17276,19654,156,183,37305,17457,19848,17300,19667,157,181,37422,17521,19901,17363,19722,158,179
"합계",강남구,도곡1동,21274,10070,11204,9996,11130,74,74,21031,9968,11063,9897,10992,71,71,20975,9956,11019,9886,10953,70,66
"합계",강남구,도곡2동,32846,15248,17598,15195,17558,53,40,32839,15249,17590,15193,17549,56,41,32859,15257,17602,15202,17560,55,42
"합계",강남구,개포1동,6922,3349,3573,3339,3562,10,11,6922,3339,3583,3329,3572,10,11,6924,3342,3582,3333,3571,9,11
"합계",강남구,개포4동,23639,11389,12250,11324,12148,65,102,23611,11358,12253,11290,12154,68,99,23640,11381,12259,11309,12158,72,101
"합계",강남구,일원본동,23015,11398,11617,11386,11602,12,15,22981,11376,11605,11364,11591,12,14,22997,11381,11616,11370,11602,11,14
"합계",강남구,일원1동,14987,7262,7725,7214,7636,48,89,14981,7247,7734,7200,7639,47,95,14979,7245,7734,7202,7641,43,93
"합계",강남구,수서동,14402,6500,7902,6481,7865,19,37,14378,6483,7895,6464,7857,19,38,14332,6454,7878,6435,7839,19,39
"합계",강남구,세곡동,43382,20445,22937,20366,22842,79,95,43333,20404,22929,20325,22835,79,94,43435,20427,23008,20346,22913,81,95
"합계",강남구,압구정동,25902,11961,13941,11878,13871,83,70,25918,11992,13926,11906,13857,86,69,25874,11973,13901,11888,13832,85,69
"합계",강남구,청담동,25489,11940,13549,11815,13440,125,109,25471,11919,13552,11795,13443,124,109,25457,11909,13548,11776,13437,133,111
"합계",강남구,대치2동,37098,18750,18348,18657,18289,93,59,37060,18755,18305,18659,18245,96,60,37114,18792,18322,18693,18264,99,58
"합계",강남구,개포2동,29032,14075,14957,14040,14907,35,50,29348,14233,15115,14195,15064,38,51,30376,14727,15649,14688,15599,39,50
"합계",송파구,풍납1동,12910,6332,6578,6061,6325,271,253,12846,6308,6538,6041,6285,267,253,12834,6302,6532,6035,6276,267,256
"합계",송파구,풍납2동,24426,11571,12855,11494,12747,77,108,24382,11541,12841,11460,12732,81,109,24350,11526,12824,11443,12714,83,110
"합계",송파구,거여1동,12255,6150,6105,6128,6053,22,52,12270,6168,6102,6145,6050,23,52,12255,6153,6102,6131,6050,22,52
"합계",송파구,거여2동,23745,11589,12156,11549,12104,40,52,23738,11579,12159,11538,12107,41,52,23763,11595,12168,11555,12116,40,52
"합계",송파구,마천1동,18618,9528,9090,9480,8999,48,91,18594,9511,9083,9462,8993,49,90,18588,9507,9081,9456,8986,51,95
"합계",송파구,마천2동,18150,9280,8870,9212,8783,68,87,18118,9264,8854,9195,8765,69,89,18112,9266,8846,9197,8756,69,90
"합계",송파구,방이1동,15460,7465,7995,7423,7938,42,57,15438,7457,7981,7415,7926,42,55,15394,7432,7962,7391,7912,41,50
"합계",송파구,방이2동,26354,12077,14277,11841,13954,236,323,26372,12083,14289,11846,13969,237,320,26456,12104,14352,11871,14042,233,310
"합계",송파구,오륜동,17804,8692,9112,8680,9104,12,8,17778,8691,9087,8679,9080,12,7,17791,8687,9104,8675,9097,12,7
"합계",송파구,오금동,38037,18479,19558,18361,19439,118,119,38010,18452,19558,18333,19438,119,120,38003,18445,19558,18323,19433,122,125
"합계",송파구,송파1동,24008,11221,12787,11070,12623,151,164,23988,11203,12785,11048,12617,155,168,23937,11181,12756,11030,12596,151,160
"합계",송파구,송파2동,18947,9120,9827,9048,9758,72,69,18959,9114,9845,9042,9773,72,72,18938,9107,9831,9036,9763,71,68
"합계",송파구,석촌동,31602,14973,16629,14740,16314,233,315,31599,14999,16600,14761,16295,238,305,31632,15002,16630,14763,16332,239,298
"합계",송파구,삼전동,29912,13943,15969,13799,15727,144,242,29877,13911,15966,13767,15726,144,240,29798,13841,15957,13694,15717,147,240
"합계",송파구,가락본동,25883,12824,13059,12698,12918,126,141,25842,12813,13029,12688,12889,125,140,25860,12801,13059,12680,12918,121,141
"합계",송파구,가락1동,27521,13341,14180,13279,14108,62,72,27598,13371,14227,13306,14150,65,77,27635,13393,14242,13318,14160,75,82
"합계",송파구,가락2동,31670,15468,16202,15394,16107,74,95,31708,15487,16221,15411,16122,76,99,31699,15483,16216,15407,16121,76,95
"합계",송파구,문정1동,19916,9814,10102,9736,10007,78,95,19925,9821,10104,9745,10010,76,94,19859,9800,10059,9722,9971,78,88
"합계",송파구,문정2동,28841,13189,15652,13108,15537,81,115,28870,13193,15677,13114,15560,79,117,28926,13219,15707,13143,15592,76,115
"합계",송파구,잠실본동,28358,13502,14856,13270,14572,232,284,28366,13500,14866,13271,14584,229,282,28371,13503,14868,13275,14579,228,289
"합계",송파구,잠실4동,21223,10222,11001,10189,10968,33,33,21226,10223,11003,10191,10969,32,34,21251,10232,11019,10200,10984,32,35
"합계",송파구,잠실6동,16713,7934,8779,7840,8715,94,64,16678,7916,8762,7824,8699,92,63,16723,7946,8777,7850,8721,96,56
"합계",송파구,잠실7동,9427,4392,5035,4383,5025,9,10,9433,4382,5051,4374,5041,8,10,9457,4395,5062,4388,5054,7,8
"합계",송파구,잠실2동,34876,16655,18221,16584,18174,71,47,34874,16684,18190,16612,18145,72,45,34993,16718,18275,16646,18229,72,46
"합계",송파구,잠실3동,34143,16226,17917,16158,17851,68,66,34151,16214,17937,16147,17871,67,66,34170,16203,17967,16138,17903,65,64
"합계",송파구,장지동,29102,14013,15089,13950,14999,63,90,29082,14017,15065,13955,14972,62,93,29060,13989,15071,13931,14979,58,92
"합계",송파구,위례동,44613,21743,22870,21705,22772,38,98,44598,21731,22867,21693,22773,38,94,44698,21764,22934,21726,22843,38,91
"합계",강동구,강일동,33057,15835,17222,15783,17083,52,139,33071,15855,17216,15800,17075,55,141,33095,15854,17241,15799,17101,55,140
"합계",강동구,명일1동,25641,12480,13161,12452,13106,28,55,25624,12469,13155,12440,13097,29,58,25535,12420,13115,12391,13058,29,57
"합계",강동구,명일2동,17327,8457,8870,8435,8835,22,35,17310,8445,8865,8423,8830,22,35,17316,8433,8883,8412,8847,21,36
"합계",강동구,고덕1동,23919,12158,11761,12089,11723,69,38,23918,12168,11750,12099,11713,69,37,23960,12191,11769,12116,11731,75,38
"합계",강동구,고덕2동,22764,11491,11273,11385,11211,106,62,22806,11526,11280,11417,11214,109,66,22898,11576,11322,11472,11257,104,65
"합계",강동구,암사2동,15069,7295,7774,7269,7736,26,38,15034,7272,7762,7246,7725,26,37,15009,7248,7761,7218,7722,30,39
"합계",강동구,암사3동,17481,8543,8938,8520,8913,23,25,17499,8553,8946,8530,8921,23,25,17525,8570,8955,8549,8929,21,26
"합계",강동구,천호1동,26670,13070,13600,12985,13450,85,150,26686,13092,13594,12989,13442,103,152,26681,13109,13572,13000,13419,109,153
"합계",강동구,천호3동,26679,12926,13753,12682,13528,244,225,26706,12927,13779,12689,13554,238,225,26739,12930,13809,12693,13583,237,226
"합계",강동구,성내1동,19900,9556,10344,9502,10259,54,85,19819,9515,10304,9455,10221,60,83,19799,9512,10287,9451,10203,61,84
"합계",강동구,성내2동,23528,11564,11964,11296,11684,268,280,23537,11570,11967,11303,11687,267,280,23455,11530,11925,11267,11645,263,280
"합계",강동구,성내3동,23071,11256,11815,11127,11638,129,177,23078,11267,11811,11143,11630,124,181,23100,11290,11810,11160,11633,130,177
"합계",강동구,둔촌1동,73,39,34,35,29,4,5,73,39,34,35,29,4,5,73,39,34,35,29,4,5
"합계",강동구,둔촌2동,24277,11921,12356,11876,12295,45,61,24270,11921,12349,11873,12287,48,62,24251,11907,12344,11860,12282,47,62
"합계",강동구,암사1동,34271,16930,17341,16819,17170,111,171,34286,16948,17338,16834,17165,114,173,34329,16954,17375,16845,17201,109,174
"합계",강동구,천호2동,33825,16520,17305,16240,16962,280,343,33872,16546,17326,16266,16985,280,341,33857,16519,17338,16238,16999,281,339
"합계",강동구,길동,45374,22087,23287,21960,23072,127,215,45299,22054,23245,21922,23033,132,212,45284,22064,23220,21930,23017,134,203
"합계",강동구,상일1동,39178,19276,19902,19212,19824,64,78,39308,19332,19976,19266,19894,66,82,39397,19348,20049,19281,19966,67,83
"합계",강동구,상일2동,11933,5571,6362,5554,6328,17,34,11963,5571,6392,5551,6358,20,34,11997,5583,6414,5563,6378,20,36
