"동별(1)",동별(2),동별(3),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"동별(1)",동별(2),동별(3),합계,합계,합계,합계,합계,합계,노상,노상,노상,노상,노외,노외,노외,노외,노외,노외,건축물부설,건축물부설,건축물부설,건축물부설,건축물부설,건축물부설
"동별(1)",동별(2),동별(3),소계,소계,공영,공영,민영,민영,시영,시영,구영,구영,시영,시영,구영,구영,민영,민영,일반주택,일반주택,공동주택,공동주택,일반건축물,일반건축물
"동별(1)",동별(2),동별(3),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수),개소 (개소),면수 (면수)
"합계",중랑구,묵2동,867,6276,22,673,845,5603,-,-,22,673,-,-,-,-,-,-,393,801,257,3723,195,1079
"합계",중랑구,망우3동,906,4324,45,543,861,3781,-,-,44,298,-,-,1,245,1,10,476,1209,195,1471,189,1091
"합계",중랑구,신내1동,465,17192,21,455,444,16737,-,-,19,310,-,-,2,145,1,83,59,203,155,12222,229,4229
"합계",중랑구,신내2동,39,6670,5,136,34,6534,-,-,4,50,1,86,-,-,-,-,-,-,8,5120,26,1414
"합계",중랑구,면목본동,1286,8157,61,805,1225,7352,-,-,58,530,-,-,3,275,4,65,481,1384,391,3774,349,2129
"합계",중랑구,면목3.8동,894,7070,52,797,842,6273,-,-,46,413,-,-,6,384,3,172,398,990,194,3118,247,1993
"합계",중랑구,망우본동,1105,14616,62,1140,1043,13476,-,-,56,640,-,-,6,500,7,162,348,804,292,6956,396,5554
"합계",성북구,돈암1동,79,5809,2,17,77,5792,-,-,2,17,-,-,-,-,-,-,20,97,30,5327,27,368
"합계",성북구,돈암2동,62,9912,-,-,62,9912,-,-,-,-,-,-,-,-,1,100,11,58,34,9294,16,460
"합계",성북구,안암동,559,7994,10,359,549,7635,-,-,8,346,-,-,2,13,-,-,177,526,97,1509,275,5600
"합계",성북구,보문동,396,3535,11,326,385,3209,-,-,8,300,-,-,3,26,-,-,109,302,91,1549,185,1358
"합계",성북구,정릉1동,209,6064,7,182,202,5882,-,-,5,174,-,-,2,8,3,40,49,179,71,5115,79,548
"합계",성북구,정릉2동,570,7628,9,248,561,7380,-,-,5,207,-,-,4,41,2,30,102,780,337,5064,120,1506
"합계",성북구,정릉3동,605,4300,16,346,589,3954,-,-,7,185,-,-,9,161,2,22,245,727,178,1772,164,1433
"합계",성북구,정릉4동,547,8622,8,228,539,8394,-,-,5,152,-,-,3,76,1,9,142,387,271,6870,125,1128
"합계",성북구,길음1동,96,13513,3,20,93,13493,-,-,2,14,-,-,1,6,1,70,19,45,25,12639,48,739
"합계",성북구,길음2동,148,12483,5,208,143,12275,-,-,3,49,-,-,2,159,4,1061,48,94,17,6768,74,4352
"합계",성북구,월곡1동,390,9587,17,422,373,9165,-,-,8,216,-,-,9,206,-,-,121,233,82,4601,170,4331
"합계",성북구,월곡2동,608,8437,16,389,592,8048,-,-,11,246,-,-,5,143,4,115,286,521,85,4183,217,3229
"합계",성북구,장위1동,753,4431,16,479,737,3952,-,-,3,274,-,-,13,205,2,39,181,487,410,2745,144,681
"합계",성북구,장위2동,496,3079,13,250,483,2829,-,-,7,127,-,-,6,123,4,77,147,321,164,1363,168,1068
"합계",성북구,장위3동,125,6574,6,274,119,6300,-,-,2,129,-,-,4,145,2,138,33,74,38,2978,46,3110
"합계",성북구,성북동,1052,5775,24,577,1028,5198,1,26,15,416,-,-,8,135,2,18,475,1309,210,1867,341,2004
"합계",성북구,삼선동,647,8283,18,666,629,7617,-,-,9,459,-,-,9,207,9,241,204,560,200,4493,216,2323
"합계",성북구,동선동,612,6177,13,444,599,5733,-,-,8,401,-,-,5,43,5,68,182,646,139,1860,273,3159
"합계",성북구,종암동,825,13161,17,495,808,12666,-,-,8,383,1,21,8,91,2,32,286,779,258,9508,262,2347
"합계",성북구,석관동,724,9890,17,517,707,9373,-,-,10,450,-,-,7,67,4,110,286,638,205,5165,212,3460
"합계",강북구,번1동,1081,6575,2,429,1079,6146,-,-,1,244,-,-,1,185,2,59,676,1185,179,2313,222,2589
"합계",강북구,번2동,500,4328,3,363,497,3965,-,-,1,156,-,-,2,207,-,-,296,757,131,2299,70,909
"합계",강북구,번3동,129,4842,1,4,128,4838,-,-,1,4,-,-,-,-,1,1,16,48,46,3840,65,949
"합계",강북구,수유1동,1026,5866,6,489,1020,5377,-,-,2,183,-,-,4,306,1,34,440,855,395,3051,184,1437
"합계",강북구,수유2동,860,7176,3,394,857,6782,-,-,2,332,-,-,1,62,-,-,354,813,331,5082,172,887
"합계",강북구,수유3동,1338,7327,4,366,1334,6961,-,-,3,329,-,-,1,37,4,52,698,1401,350,3196,282,2312
"합계",강북구,삼양동,687,6786,8,425,679,6361,-,-,1,76,-,-,7,349,-,-,255,506,308,4961,116,894
"합계",강북구,미아동,971,7367,3,476,968,6891,1,16,1,305,-,-,1,155,-,-,528,1036,261,2762,179,3093
"합계",강북구,송중동,1105,9441,6,477,1099,8964,-,-,2,296,-,-,4,181,3,76,673,1350,202,5000,221,2538
"합계",강북구,송천동,980,7837,5,558,975,7279,-,-,3,395,-,-,2,163,6,112,533,959,223,4378,213,1830
"합계",강북구,삼각산동,45,12858,1,28,44,12830,-,-,1,28,-,-,-,-,2,36,9,16,7,12443,26,335
"합계",강북구,우이동,1185,6600,4,531,1181,6069,-,-,2,291,-,-,2,240,3,104,554,1204,460,3990,164,771
"합계",강북구,인수동,1738,9633,5,746,1733,8887,-,-,2,401,-,-,3,345,-,-,868,1849,640,5358,225,1680
"합계",도봉구,쌍문1동,898,7242,42,482,856,6760,-,-,38,423,-,-,4,59,2,20,343,162,393,4946,118,1632
"합계",도봉구,쌍문2동,775,6249,51,334,724,5915,-,-,46,199,-,-,5,135,1,44,274,710,301,3844,148,1317
"합계",도봉구,쌍문3동,779,5627,29,203,750,5424,-,-,26,147,-,-,3,56,2,54,351,688,257,3535,140,1147
"합계",도봉구,쌍문4동,164,4711,18,181,146,4530,-,-,16,144,-,-,2,37,1,20,41,84,80,3987,24,439
"합계",도봉구,방학1동,1227,13443,68,448,1159,12995,-,-,66,421,-,-,2,27,-,-,584,1084,275,7910,300,4001
"합계",도봉구,방학2동,1312,5715,58,473,1254,5242,-,-,51,232,-,-,7,241,1,7,689,1346,414,3209,150,680
"합계",도봉구,방학3동,151,6835,7,101,144,6734,-,-,5,75,-,-,2,26,2,32,20,58,49,5928,73,716
"합계",도봉구,창1동,401,6767,16,194,385,6573,-,-,14,81,-,-,2,113,-,-,175,316,121,5155,89,1102
"합계",도봉구,창2동,1048,10273,34,338,1014,9935,-,-,30,207,-,-,4,131,2,25,306,649,485,6715,221,2546
"합계",도봉구,창3동,833,3729,24,333,809,3396,-,-,22,238,-,-,2,95,2,18,503,782,180,2063,124,533
"합계",도봉구,창4동,98,10805,11,299,87,10506,-,-,10,111,-,-,1,188,-,-,2,10,19,7900,66,2596
"합계",도봉구,창5동,458,11136,19,217,439,10919,-,-,17,101,1,107,1,9,-,-,94,234,160,7884,185,2801
"합계",도봉구,도봉1동,1351,7935,72,1148,1279,6787,-,-,64,403,2,492,6,253,8,114,647,1385,419,3748,205,1540
"합계",도봉구,도봉2동,373,10466,16,507,357,9959,-,-,7,115,-,-,9,392,1,206,211,419,60,6929,85,2405
"합계",노원구,월계1동,577,9316,14,294,563,9022,-,-,11,170,2,95,1,29,3,147,184,420,212,5962,164,2493
"합계",노원구,월계2동,157,9180,3,40,154,9140,-,-,2,10,-,-,1,30,-,-,64,251,44,7641,46,1248
"합계",노원구,월계3동,56,10996,1,4,55,10992,-,-,1,4,-,-,-,-,1,80,20,41,13,8673,21,2198
"합계",노원구,공릉2동,634,18724,16,163,618,18561,-,-,14,128,-,-,2,35,-,-,295,773,164,13402,159,4386
"합계",노원구,하계1동,302,10360,12,380,290,9980,-,-,8,110,-,-,4,270,-,-,80,393,82,6511,128,3076
"합계",노원구,하계2동,15,5520,-,-,15,5520,-,-,-,-,-,-,-,-,-,-,1,27,6,5318,8,175
"합계",노원구,중계본동,286,9135,9,139,277,8996,-,-,6,124,-,-,3,15,-,-,46,155,124,6948,107,1893
"합계",노원구,중계1동,69,9864,2,69,67,9795,-,-,2,69,-,-,-,-,-,-,4,170,15,7684,48,1941
"합계",노원구,중계4동,155,6500,3,53,152,6447,-,-,2,17,-,-,1,36,-,-,16,49,40,5035,96,1363
"합계",노원구,상계1동,628,14425,18,497,610,13928,-,-,13,321,-,-,5,176,3,89,173,559,191,10511,243,2769
"합계",노원구,상계2동,432,8349,13,267,419,8082,-,-,9,142,-,-,4,125,1,27,119,274,118,4693,181,3088
"합계",노원구,상계5동,642,4947,15,215,627,4732,-,-,11,148,-,-,4,67,-,-,296,808,164,3117,167,807
"합계",노원구,상계8동,28,5101,2,26,26,5075,-,-,2,26,-,-,-,-,-,-,3,273,3,4367,20,435
"합계",노원구,상계9동,34,5906,2,23,32,5883,-,-,2,23,-,-,-,-,-,-,5,315,4,3997,23,1571
"합계",노원구,상계10동,29,6856,3,76,26,6780,-,-,3,76,-,-,-,-,-,-,2,217,6,6105,18,458
"합계",노원구,상계3.4동,574,7769,15,322,559,7447,1,23,8,72,-,-,6,227,2,36,165,463,278,6131,114,817
"합계",노원구,상계6.7동,146,11812,9,425,137,11387,-,-,8,176,-,-,1,249,-,-,3,181,10,7270,124,3936
"합계",노원구,중계2.3동,36,9352,2,251,34,9101,-,-,-,-,-,-,2,251,-,-,2,52,9,5821,23,3228
"합계",노원구,공릉1동,1224,14082,39,418,1185,13664,-,-,35,362,-,-,4,56,2,18,463,1262,359,9279,361,3105
"합계",은평구,녹번동,1380,12606,8,313,1372,12293,-,-,6,166,-,-,2,147,1,20,328,541,764,8257,279,3475
"합계",은평구,불광1동,1048,12620,10,285,1038,12335,-,-,7,219,-,-,3,66,4,42,334,581,510,9573,190,2139
"합계",은평구,갈현1동,1364,5483,7,212,1357,5271,-,-,6,151,-,-,1,61,1,34,549,612,569,3214,238,1411
"합계",은평구,갈현2동,1631,9867,10,303,1621,9564,-,-,9,267,-,-,1,36,-,-,622,1174,712,6443,287,1947
"합계",은평구,구산동,1415,10833,11,342,1404,10491,-,-,9,255,-,-,2,87,-,-,515,1103,703,7706,186,1682
"합계",은평구,대조동,1412,9260,7,125,1405,9135,-,-,7,125,-,-,-,-,5,66,488,903,634,5465,278,2701
"합계",은평구,응암1동,942,15599,9,252,933,15347,-,-,7,164,-,-,2,88,3,49,273,544,418,8339,239,6415
"합계",은평구,응암2동,290,9913,9,120,281,9793,-,-,8,99,-,-,1,21,-,-,116,193,101,6766,64,2834
"합계",은평구,신사1동,1140,8841,7,242,1133,8599,-,-,5,119,-,-,2,123,2,31,363,778,581,6650,187,1140
"합계",은평구,신사2동,930,5669,6,300,924,5369,-,-,3,78,-,-,3,222,-,-,431,770,282,3622,211,977
"합계",은평구,증산동,686,8679,11,365,675,8314,-,-,9,291,-,-,2,74,2,11,336,581,215,4927,122,2795
"합계",은평구,수색동,262,6420,5,151,257,6269,-,-,4,40,-,-,1,111,3,184,52,122,53,3510,149,2453
"합계",은평구,진관동,398,31613,2,562,396,31051,-,-,-,-,1,399,1,163,8,106,146,170,51,22939,191,7836
"합계",은평구,불광2동,1706,7884,10,498,1696,7386,-,-,6,128,-,-,4,370,2,35,894,1672,573,4324,227,1355
"합계",은평구,응암3동,1124,6041,13,566,1111,5475,-,-,11,326,-,-,2,240,5,138,425,807,397,2785,284,1745
"합계",은평구,역촌동,2535,15275,16,524,2519,14751,1,14,13,414,-,-,2,96,2,42,872,2017,1170,9913,475,2779
"합계",서대문구,천연동,236,5189,16,119,220,5070,-,-,13,72,-,-,3,47,1,16,128,515,45,4037,46,502
"합계",서대문구,홍제1동,620,8056,61,460,559,7596,-,-,58,351,-,-,3,109,2,92,242,467,216,5021,99,2016
"합계",서대문구,홍제3동,456,4303,39,332,417,3971,-,-,32,256,-,-,7,76,-,-,229,337,87,2673,101,961
"합계",서대문구,홍제2동,205,5968,12,61,193,5907,-,-,10,32,-,-,2,29,1,13,85,231,50,5334,57,329
"합계",서대문구,홍은1동,375,6636,58,536,317,6100,-,-,45,266,-,-,13,270,4,40,148,267,85,5412,80,381
